,sentiment_risk,confidence_risk,volatility_risk,engagement_risk,tenure_risk,overall_risk,cluster
411,0.0,0.6,0.0,0.0,0,0.12,2
412,0.0,0.6,0.5,0.0,0,0.22,8
413,0.0,0.5999999999999999,0.408248290463863,0.0,0,0.20164965809277258,6
414,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
415,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,3
416,0.0,0.6,0.0,0.0,0,0.12,4
417,0.0,0.6,0.0,0.0,0,0.12,1
418,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
419,0.0,0.6,0.0,0.0,0,0.12,2
420,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,0
